event_i,exit_i,entry,exit,R,reason,signal_datetime,entry_datetime,exit_datetime,duration_bars
1698,1703,1.26945,1.2700641047116779,-1.0850000000001099,STOP,2024-01-09 14:35:00,2024-01-09 14:40:00,2024-01-09 15:00:00,5
1781,1790,1.27061,1.2701921952788298,0.984823033790847,STOP,2024-01-09 21:30:00,2024-01-09 21:35:00,2024-01-09 22:15:00,9
1798,1807,1.26996,1.2703453394293087,-1.0850000000000803,STOP,2024-01-09 22:55:00,2024-01-09 23:00:00,2024-01-09 23:40:00,9
1823,1827,1.27001,1.2696481779398872,1.1365293098043845,STOP,2024-01-10 01:00:00,2024-01-10 01:05:00,2024-01-10 01:20:00,4
1890,1894,1.27188,1.2725100162092242,-1.0850000000001352,STOP,2024-01-10 06:35:00,2024-01-10 06:40:00,2024-01-10 06:55:00,4
1993,1994,1.27358,1.2741341658626348,-1.0850000000001006,STOP,2024-01-10 15:10:00,2024-01-10 15:15:00,2024-01-10 15:15:00,1
2094,2101,1.27633,1.276693316514129,-1.0849999999999367,STOP,2024-01-10 23:35:00,2024-01-10 23:40:00,2024-01-11 00:10:00,7
2282,2288,1.27458,1.2755812641330362,-1.0849999999999218,STOP,2024-01-11 15:15:00,2024-01-11 15:20:00,2024-01-11 15:45:00,6
2303,2314,1.2764,1.2760583492888455,0.5182557059126888,STOP,2024-01-11 17:00:00,2024-01-11 17:05:00,2024-01-11 17:55:00,11
2375,2401,1.27722,1.2776421642953253,-1.0849999999998061,STOP,2024-01-11 23:00:00,2024-01-11 23:05:00,2024-01-12 01:10:00,26
2463,2469,1.27471,1.2729828591853691,2.534619739699436,STOP,2024-01-12 06:20:00,2024-01-12 06:25:00,2024-01-12 06:50:00,6
2591,2594,1.27502,1.2745170468393148,0.8534660309907763,STOP,2024-01-14 17:00:00,2024-01-14 17:05:00,2024-01-14 17:15:00,3
2664,2671,1.27563,1.2753140703592245,0.6681908112228142,STOP,2024-01-14 23:05:00,2024-01-14 23:10:00,2024-01-14 23:40:00,7
2768,2774,1.2722,1.2717787293264562,0.5676004588834509,STOP,2024-01-15 07:45:00,2024-01-15 07:50:00,2024-01-15 08:15:00,6
2853,2901,1.2727,1.271582599674349,3.9176666908534283,STOP,2024-01-15 14:50:00,2024-01-15 14:55:00,2024-01-15 18:50:00,48
2960,2965,1.26783,1.2682142244672667,-1.0850000000000937,STOP,2024-01-15 23:45:00,2024-01-15 23:50:00,2024-01-16 00:10:00,5
3018,3021,1.26472,1.2641462235849674,0.4368826148300817,STOP,2024-01-16 04:35:00,2024-01-16 04:40:00,2024-01-16 04:50:00,3
3032,3042,1.26295,1.2638906915500756,-1.084999999999975,STOP,2024-01-16 05:45:00,2024-01-16 05:50:00,2024-01-16 06:35:00,10
3133,3141,1.26226,1.2631688400283845,-1.0849999999999667,STOP,2024-01-16 14:10:00,2024-01-16 14:15:00,2024-01-16 14:50:00,8
3342,3348,1.26792,1.2672180664805508,0.7775033199646678,STOP,2024-01-17 07:35:00,2024-01-17 07:40:00,2024-01-17 08:05:00,6
3541,3547,1.26798,1.2683286041708568,-1.084999999999754,STOP,2024-01-18 00:10:00,2024-01-18 00:15:00,2024-01-18 00:40:00,6
3824,3832,1.27095,1.2705089149203885,1.3291949383531783,STOP,2024-01-18 23:45:00,2024-01-18 23:50:00,2024-01-19 00:25:00,8
4019,4031,1.26991,1.2705914448600442,-1.085000000000099,STOP,2024-01-21 17:00:00,2024-01-21 17:05:00,2024-01-21 18:00:00,12
4087,4109,1.27129,1.271695114114677,-1.0849999999998814,STOP,2024-01-21 22:40:00,2024-01-21 22:45:00,2024-01-22 00:30:00,22
4219,4221,1.27143,1.2722803006334216,-1.0850000000000908,STOP,2024-01-22 09:40:00,2024-01-22 09:45:00,2024-01-22 09:50:00,2
4235,4246,1.27123,1.2720791872316082,-1.08499999999993,STOP,2024-01-22 11:00:00,2024-01-22 11:05:00,2024-01-22 11:55:00,11
4259,4265,1.27189,1.2710877684300124,1.2372849755491775,STOP,2024-01-22 13:00:00,2024-01-22 13:05:00,2024-01-22 13:30:00,6
4319,4338,1.27063,1.2710379927328026,-1.0849999999997473,STOP,2024-01-22 18:00:00,2024-01-22 18:05:00,2024-01-22 19:35:00,19
4460,4474,1.27156,1.270615530018522,1.45940188277457,STOP,2024-01-23 05:45:00,2024-01-23 05:50:00,2024-01-23 06:55:00,14
4538,4547,1.26511,1.2660254579207058,-1.0850000000000177,STOP,2024-01-23 12:15:00,2024-01-23 12:20:00,2024-01-23 13:00:00,9
4645,4655,1.26873,1.2691710706055133,-1.085000000000099,STOP,2024-01-23 21:10:00,2024-01-23 21:15:00,2024-01-23 22:00:00,10
4682,4685,1.26966,1.2700177367038774,-1.085000000000293,STOP,2024-01-24 00:15:00,2024-01-24 00:20:00,2024-01-24 00:30:00,3
4764,4775,1.27346,1.2742531457578223,-1.085000000000059,STOP,2024-01-24 07:05:00,2024-01-24 07:10:00,2024-01-24 08:00:00,11
4835,4840,1.27398,1.273499611735757,0.4585174543965886,STOP,2024-01-24 13:00:00,2024-01-24 13:05:00,2024-01-24 13:25:00,5
4869,4913,1.27208,1.2708984990024659,2.0269801234986815,STOP,2024-01-24 15:50:00,2024-01-24 15:55:00,2024-01-24 19:30:00,44
4964,4970,1.27117,1.2709464802390276,0.6778215788293072,STOP,2024-01-24 23:45:00,2024-01-24 23:50:00,2024-01-25 00:15:00,6
5118,5123,1.26853,1.2695808864906635,-1.084999999999992,STOP,2024-01-25 12:35:00,2024-01-25 12:40:00,2024-01-25 13:00:00,5
5135,5141,1.26882,1.2697071081224471,-1.084999999999987,STOP,2024-01-25 14:00:00,2024-01-25 14:05:00,2024-01-25 14:30:00,6
5173,5178,1.27079,1.2704184185116105,0.7828467986548102,STOP,2024-01-25 17:10:00,2024-01-25 17:15:00,2024-01-25 17:35:00,5
5346,5353,1.27344,1.2740586862075618,-1.0850000000001683,STOP,2024-01-26 07:35:00,2024-01-26 07:40:00,2024-01-26 08:10:00,7
5378,5401,1.27263,1.2714883088103988,0.9552705013653411,STOP,2024-01-26 10:15:00,2024-01-26 10:20:00,2024-01-26 12:10:00,23
5459,5474,1.27004,1.269235700788857,1.9274732047355272,STOP,2024-01-28 17:00:00,2024-01-28 17:05:00,2024-01-28 18:15:00,15
5493,5494,1.26924,1.269611250190782,-1.0850000000000135,STOP,2024-01-28 19:50:00,2024-01-28 19:55:00,2024-01-28 19:55:00,1
5547,5558,1.27025,1.2705753685999535,-1.0849999999998914,STOP,2024-01-29 00:20:00,2024-01-29 00:25:00,2024-01-29 01:15:00,11
5607,5615,1.26996,1.2705738895169827,-1.0850000000001727,STOP,2024-01-29 05:20:00,2024-01-29 05:25:00,2024-01-29 06:00:00,8
5625,5628,1.26952,1.2701577836000673,-1.0849999999999265,STOP,2024-01-29 06:50:00,2024-01-29 06:55:00,2024-01-29 07:05:00,3
5641,5644,1.26945,1.2691158186183,0.45629647022435643,STOP,2024-01-29 08:10:00,2024-01-29 08:15:00,2024-01-29 08:25:00,3
5701,5711,1.26783,1.268382273776855,-1.0849999999999944,STOP,2024-01-29 13:10:00,2024-01-29 13:15:00,2024-01-29 14:00:00,10
5919,5923,1.26741,1.2670858760236436,0.48380996800822057,STOP,2024-01-30 07:20:00,2024-01-30 07:25:00,2024-01-30 07:40:00,4
5987,5997,1.26775,1.2684007981372232,-1.0849999999998294,STOP,2024-01-30 13:00:00,2024-01-30 13:05:00,2024-01-30 13:50:00,10
6051,6059,1.26962,1.2699227212002635,-1.0850000000001654,STOP,2024-01-30 18:20:00,2024-01-30 18:25:00,2024-01-30 19:00:00,8
6122,6126,1.26782,1.2676250657075756,0.6424599158688754,STOP,2024-01-31 00:15:00,2024-01-31 00:20:00,2024-01-31 00:35:00,4
6210,6211,1.26798,1.268528421611235,-1.0850000000001672,STOP,2024-01-31 07:35:00,2024-01-31 07:40:00,2024-01-31 07:40:00,1
6287,6288,1.26954,1.270659563311057,-1.0849999999999071,STOP,2024-01-31 14:00:00,2024-01-31 14:05:00,2024-01-31 14:05:00,1
6346,6355,1.26801,1.2685433087771796,-1.0850000000000883,STOP,2024-01-31 18:55:00,2024-01-31 19:00:00,2024-01-31 19:40:00,9
6387,6391,1.26908,1.2685132236625731,1.1350424561614554,STOP,2024-01-31 22:20:00,2024-01-31 22:25:00,2024-01-31 22:40:00,4
6472,6476,1.26457,1.264022667912133,0.6607749175454947,STOP,2024-02-01 05:25:00,2024-02-01 05:30:00,2024-02-01 05:45:00,4
6508,6509,1.26639,1.2674625484098812,-1.0850000000000444,STOP,2024-02-01 08:25:00,2024-02-01 08:30:00,2024-02-01 08:30:00,1
6611,6635,1.27451,1.2749266787231965,-1.0850000000000377,STOP,2024-02-01 17:00:00,2024-02-01 17:05:00,2024-02-01 19:00:00,24
6768,6794,1.27577,1.2765276697962908,-1.0849999999999995,STOP,2024-02-02 06:05:00,2024-02-02 06:10:00,2024-02-02 08:15:00,26
6815,6824,1.26466,1.2660971875249563,-1.084999999999949,STOP,2024-02-02 10:00:00,2024-02-02 10:05:00,2024-02-02 10:45:00,9
6849,6855,1.26151,1.2624562748236547,-1.085000000000032,STOP,2024-02-02 12:50:00,2024-02-02 12:55:00,2024-02-02 13:20:00,6
6895,6900,1.26358,1.262427895756841,2.459089798703817,STOP,2024-02-02 16:40:00,2024-02-02 16:45:00,2024-02-04 17:05:00,5
6955,6966,1.26029,1.2608257739577928,-1.0849999999999813,STOP,2024-02-04 21:40:00,2024-02-04 21:45:00,2024-02-04 22:35:00,11
6979,6986,1.26063,1.2610459454712506,-1.0849999999999933,STOP,2024-02-04 23:40:00,2024-02-04 23:45:00,2024-02-05 00:15:00,7
7061,7069,1.25798,1.2570116456949083,1.174140211009871,STOP,2024-02-05 06:30:00,2024-02-05 06:35:00,2024-02-05 07:10:00,8
7089,7092,1.25504,1.2557534089466418,-1.085000000000111,STOP,2024-02-05 08:50:00,2024-02-05 08:55:00,2024-02-05 09:05:00,3
7252,7258,1.25447,1.2541265286609442,0.9608293821318055,STOP,2024-02-05 22:25:00,2024-02-05 22:30:00,2024-02-05 22:55:00,6
7431,7435,1.25882,1.2595096813488833,-1.085000000000144,STOP,2024-02-06 13:20:00,2024-02-06 13:25:00,2024-02-06 13:40:00,4
7446,7451,1.25896,1.2595483163163295,-1.0850000000001345,STOP,2024-02-06 14:35:00,2024-02-06 14:40:00,2024-02-06 15:00:00,5
7475,7481,1.26049,1.259561129411218,2.308127813532594,STOP,2024-02-06 17:00:00,2024-02-06 17:05:00,2024-02-06 17:30:00,6
7502,7512,1.26007,1.2603958619708573,-1.0850000000003104,STOP,2024-02-06 19:15:00,2024-02-06 19:20:00,2024-02-06 20:05:00,10
7546,7568,1.2602,1.2605811731825611,-1.085000000000158,STOP,2024-02-06 22:55:00,2024-02-06 23:00:00,2024-02-07 00:45:00,22
7629,7637,1.26266,1.2633209087246928,-1.085000000000093,STOP,2024-02-07 05:50:00,2024-02-07 05:55:00,2024-02-07 06:30:00,8
7695,7715,1.26209,1.2630360727884258,-1.085000000000094,STOP,2024-02-07 11:20:00,2024-02-07 11:25:00,2024-02-07 13:00:00,20
7748,7755,1.26228,1.262728211080912,-1.0849999999998314,STOP,2024-02-07 15:45:00,2024-02-07 15:50:00,2024-02-07 16:20:00,7
7763,7765,1.26296,1.2627805367571927,0.42831290803982597,STOP,2024-02-07 17:00:00,2024-02-07 17:05:00,2024-02-07 17:10:00,2
7831,7839,1.26323,1.263520016964442,-1.0850000000002642,STOP,2024-02-07 22:40:00,2024-02-07 22:45:00,2024-02-07 23:20:00,8
7845,7852,1.26301,1.2633017802999953,-1.084999999999953,STOP,2024-02-07 23:50:00,2024-02-07 23:55:00,2024-02-08 00:25:00,7
7913,7925,1.26233,1.260411321471227,2.9220897521760283,STOP,2024-02-08 05:30:00,2024-02-08 05:35:00,2024-02-08 06:30:00,12
7936,7946,1.25969,1.2602969145455254,-1.0850000000001805,STOP,2024-02-08 07:25:00,2024-02-08 07:30:00,2024-02-08 08:15:00,10
8011,8018,1.26152,1.2621753950752648,-1.0849999999999431,STOP,2024-02-08 13:40:00,2024-02-08 13:45:00,2024-02-08 14:15:00,7
8024,8027,1.26125,1.2617741017274793,-1.0849999999998752,STOP,2024-02-08 14:45:00,2024-02-08 14:50:00,2024-02-08 15:00:00,3
8050,8054,1.262,1.2615666248219632,1.4194679776021026,STOP,2024-02-08 16:55:00,2024-02-08 17:00:00,2024-02-08 17:15:00,4
8081,8087,1.2617,1.2615024365749175,0.6794772810854349,STOP,2024-02-08 19:30:00,2024-02-08 19:35:00,2024-02-08 20:00:00,6
8117,8126,1.2617,1.261259181093134,1.5867166439922564,STOP,2024-02-08 22:30:00,2024-02-08 22:35:00,2024-02-08 23:15:00,9
8146,8153,1.26152,1.2617511624920001,-1.0849999999997466,STOP,2024-02-09 00:55:00,2024-02-09 01:00:00,2024-02-09 01:30:00,7
8197,8221,1.26068,1.2612871404216317,-1.0850000000000124,STOP,2024-02-09 05:10:00,2024-02-09 05:15:00,2024-02-09 07:10:00,24
8275,8347,1.263,1.26238,0.7358430148892565,TIME,2024-02-09 11:40:00,2024-02-09 11:45:00,2024-02-11 17:40:00,72
8380,8399,1.2636,1.2633406880349987,0.7256356294453772,STOP,2024-02-11 20:25:00,2024-02-11 20:30:00,2024-02-11 22:00:00,19
8486,8490,1.26179,1.262409776604216,-1.084999999999885,STOP,2024-02-12 05:15:00,2024-02-12 05:20:00,2024-02-12 05:35:00,4
8498,8524,1.26157,1.2610274015146083,0.8395709013207596,STOP,2024-02-12 06:15:00,2024-02-12 06:20:00,2024-02-12 08:25:00,26
8596,8603,1.26315,1.2625737327299347,1.1747986610362149,STOP,2024-02-12 14:25:00,2024-02-12 14:30:00,2024-02-12 15:00:00,7
8652,8654,1.26249,1.262361198339674,0.4180478190496096,STOP,2024-02-12 19:05:00,2024-02-12 19:10:00,2024-02-12 19:15:00,2
8697,8712,1.26117,1.261431658861269,-1.0849999999996283,STOP,2024-02-12 22:50:00,2024-02-12 22:55:00,2024-02-13 00:05:00,15
8755,8764,1.26391,1.2646297269853448,-1.0850000000001525,STOP,2024-02-13 03:40:00,2024-02-13 03:45:00,2024-02-13 04:25:00,9
8791,8797,1.26638,1.2670258581105158,-1.08500000000013,STOP,2024-02-13 06:40:00,2024-02-13 06:45:00,2024-02-13 07:10:00,6
8813,8833,1.25965,1.2584356099511014,0.6610939905827165,STOP,2024-02-13 08:30:00,2024-02-13 08:35:00,2024-02-13 10:10:00,20
8869,8883,1.25968,1.2580897203414458,2.0432097716741735,STOP,2024-02-13 13:10:00,2024-02-13 13:15:00,2024-02-13 14:20:00,14
9054,9082,1.25412,1.2550713497043797,-1.0850000000000675,STOP,2024-02-14 04:35:00,2024-02-14 04:40:00,2024-02-14 06:55:00,28
9203,9206,1.25682,1.2563179420878174,1.3743471725107883,STOP,2024-02-14 17:00:00,2024-02-14 17:05:00,2024-02-14 17:15:00,3
9283,9287,1.25623,1.2564991830115104,-1.0849999999999334,STOP,2024-02-14 23:40:00,2024-02-14 23:45:00,2024-02-15 00:00:00,4
9354,9359,1.25518,1.255829472993979,-1.0849999999999063,STOP,2024-02-15 05:35:00,2024-02-15 05:40:00,2024-02-15 06:00:00,5
9471,9475,1.25944,1.2598286756269887,-1.0849999999998505,STOP,2024-02-15 15:20:00,2024-02-15 15:25:00,2024-02-15 15:40:00,4
9491,9497,1.26015,1.2597135959362076,1.1673093108566819,STOP,2024-02-15 17:00:00,2024-02-15 17:05:00,2024-02-15 17:30:00,6
9566,9572,1.25788,1.258169669247047,-1.084999999999757,STOP,2024-02-15 23:15:00,2024-02-15 23:20:00,2024-02-15 23:45:00,6
9850,9862,1.26127,1.2615582258084719,-1.0850000000002464,STOP,2024-02-18 22:55:00,2024-02-18 23:00:00,2024-02-18 23:55:00,12
9876,9882,1.2617,1.2619620400477394,-1.0849999999997593,STOP,2024-02-19 01:05:00,2024-02-19 01:10:00,2024-02-19 01:35:00,6
9946,9972,1.26117,1.2597993294405203,2.6545481170988654,STOP,2024-02-19 06:55:00,2024-02-19 07:00:00,2024-02-19 09:05:00,26
10050,10053,1.25964,1.259789801173287,-1.0849999999998086,STOP,2024-02-19 15:35:00,2024-02-19 15:40:00,2024-02-19 15:50:00,3
10155,10159,1.25853,1.258162329263573,1.4321632521929153,STOP,2024-02-20 00:20:00,2024-02-20 00:25:00,2024-02-20 00:40:00,4
10307,10322,1.26285,1.2623282160198077,0.6223079948025734,STOP,2024-02-20 13:00:00,2024-02-20 13:05:00,2024-02-20 14:15:00,15
10382,10384,1.26208,1.2624044390502902,-1.0850000000003186,STOP,2024-02-20 19:15:00,2024-02-20 19:20:00,2024-02-20 19:25:00,2
10436,10448,1.26318,1.2634618831541284,-1.084999999999952,STOP,2024-02-20 23:45:00,2024-02-20 23:50:00,2024-02-21 00:45:00,12
10595,10598,1.26119,1.2618698686486447,-1.0850000000000783,STOP,2024-02-21 13:00:00,2024-02-21 13:05:00,2024-02-21 13:15:00,3
10800,10810,1.26701,1.2677985834781216,-1.084999999999909,STOP,2024-02-22 06:05:00,2024-02-22 06:10:00,2024-02-22 06:55:00,10
10821,10830,1.26697,1.2647270876536683,3.587462232724339,STOP,2024-02-22 07:50:00,2024-02-22 07:55:00,2024-02-22 08:35:00,9
10903,10946,1.26574,1.2662494835188527,-1.0849999999999345,STOP,2024-02-22 14:40:00,2024-02-22 14:45:00,2024-02-22 18:15:00,43
10962,10966,1.26539,1.265827498577932,-1.0850000000000628,STOP,2024-02-22 19:35:00,2024-02-22 19:40:00,2024-02-22 19:55:00,4
10992,11001,1.26589,1.2662549590349075,-1.084999999999996,STOP,2024-02-22 22:05:00,2024-02-22 22:10:00,2024-02-22 22:50:00,9
11022,11027,1.26644,1.2662243233187669,1.1192901812291192,STOP,2024-02-23 00:35:00,2024-02-23 00:40:00,2024-02-23 01:00:00,5
11187,11202,1.26743,1.2668362160095727,1.2417315304870924,STOP,2024-02-23 14:20:00,2024-02-23 14:25:00,2024-02-23 15:35:00,15
11247,11259,1.26689,1.2662795012574855,1.5127012411244862,STOP,2024-02-25 19:20:00,2024-02-25 19:25:00,2024-02-25 20:20:00,12
11398,11400,1.26846,1.2691278010857405,-1.0850000000001652,STOP,2024-02-26 07:55:00,2024-02-26 08:00:00,2024-02-26 08:05:00,2
11413,11425,1.26834,1.2676012146527529,1.0082844594124087,STOP,2024-02-26 09:10:00,2024-02-26 09:15:00,2024-02-26 10:10:00,12
11451,11484,1.26738,1.267972496011934,-1.0850000000000823,STOP,2024-02-26 12:20:00,2024-02-26 12:25:00,2024-02-26 15:05:00,33
11682,11692,1.26839,1.2680524100576167,0.493781045839456,STOP,2024-02-27 07:35:00,2024-02-27 07:40:00,2024-02-27 08:25:00,10
11709,11711,1.26686,1.2675974337605649,-1.085000000000057,STOP,2024-02-27 09:50:00,2024-02-27 09:55:00,2024-02-27 10:00:00,2
11868,11890,1.26664,1.265853435963339,2.5751643153030916,STOP,2024-02-27 23:05:00,2024-02-27 23:10:00,2024-02-28 00:55:00,22
11901,11912,1.26557,1.2646872260810635,3.122815869291926,STOP,2024-02-28 01:50:00,2024-02-28 01:55:00,2024-02-28 02:45:00,11
12053,12063,1.26536,1.265762465908598,-1.0850000000002062,STOP,2024-02-28 14:30:00,2024-02-28 14:35:00,2024-02-28 15:20:00,10
12114,12119,1.2659,1.2661597988275344,-1.0849999999998918,STOP,2024-02-28 19:35:00,2024-02-28 19:40:00,2024-02-28 20:00:00,5
12164,12182,1.26663,1.266345920400092,0.8310709620941111,STOP,2024-02-28 23:45:00,2024-02-28 23:50:00,2024-02-29 01:15:00,18
12238,12241,1.26582,1.2664867242364037,-1.0850000000001199,STOP,2024-02-29 05:55:00,2024-02-29 06:00:00,2024-02-29 06:10:00,3
12343,12354,1.26151,1.2620508553911916,-1.0850000000000934,STOP,2024-02-29 14:40:00,2024-02-29 14:45:00,2024-02-29 15:35:00,11
12448,12455,1.26313,1.2629123385291354,0.864564553405855,STOP,2024-02-29 23:25:00,2024-02-29 23:30:00,2024-03-01 00:00:00,7
12547,12551,1.26371,1.263318556729007,0.5229638010709531,STOP,2024-03-01 07:40:00,2024-03-01 07:45:00,2024-03-01 08:00:00,4
12643,12662,1.26557,1.2652382976776677,0.8071787334046563,STOP,2024-03-01 15:40:00,2024-03-01 15:45:00,2024-03-03 17:15:00,19
12819,12821,1.26717,1.2676335368398812,-1.0850000000002058,STOP,2024-03-04 06:20:00,2024-03-04 06:25:00,2024-03-04 06:30:00,2
12837,12845,1.26759,1.267069316222756,1.101895260691214,STOP,2024-03-04 07:50:00,2024-03-04 07:55:00,2024-03-04 08:30:00,8
12970,12973,1.26902,1.2692626153631994,-1.085000000000357,STOP,2024-03-04 18:55:00,2024-03-04 19:00:00,2024-03-04 19:10:00,3
12985,12991,1.2691,1.2689803303315252,0.3849275519898011,STOP,2024-03-04 20:10:00,2024-03-04 20:15:00,2024-03-04 20:40:00,6
13025,13031,1.2687,1.2685194556209332,0.5995248795566189,STOP,2024-03-04 23:30:00,2024-03-04 23:35:00,2024-03-05 00:00:00,6
13170,13193,1.27148,1.270816481096544,0.609073532163198,STOP,2024-03-05 11:35:00,2024-03-05 11:40:00,2024-03-05 13:30:00,23
13213,13219,1.26974,1.2702238660368388,-1.084999999999959,STOP,2024-03-05 15:10:00,2024-03-05 15:15:00,2024-03-05 15:40:00,6
13259,13267,1.27002,1.2695857374507087,1.3841832714252489,STOP,2024-03-05 19:00:00,2024-03-05 19:05:00,2024-03-05 19:40:00,8
13386,13390,1.27174,1.2723087214563265,-1.0849999999999103,STOP,2024-03-06 05:35:00,2024-03-06 05:40:00,2024-03-06 05:55:00,4
13411,13415,1.27196,1.270998717712196,1.7093882391475759,STOP,2024-03-06 07:40:00,2024-03-06 07:45:00,2024-03-06 08:00:00,4
13501,13521,1.27347,1.2728048326108468,1.0480473040647567,STOP,2024-03-06 15:10:00,2024-03-06 15:15:00,2024-03-06 16:50:00,20
13613,13616,1.27361,1.273445986544094,0.46527446233755426,STOP,2024-03-07 00:30:00,2024-03-07 00:35:00,2024-03-07 00:45:00,3
13782,13785,1.28007,1.280599524680943,-1.0850000000001596,STOP,2024-03-07 14:35:00,2024-03-07 14:40:00,2024-03-07 14:50:00,3
13871,13878,1.2805,1.280811309019571,-1.0850000000000541,STOP,2024-03-07 22:00:00,2024-03-07 22:05:00,2024-03-07 22:35:00,7
14028,14037,1.28648,1.2850625337826944,1.1248065402295226,STOP,2024-03-08 11:05:00,2024-03-08 11:10:00,2024-03-08 11:50:00,9
14189,14195,1.28493,1.2852074190298552,-1.0849999999999074,STOP,2024-03-10 23:30:00,2024-03-10 23:35:00,2024-03-11 00:00:00,6
14284,14291,1.28411,1.2827139737302622,2.5904829862158953,STOP,2024-03-11 07:25:00,2024-03-11 07:30:00,2024-03-11 08:00:00,7
14387,14417,1.28129,1.2816140869879669,-1.0849999999997628,STOP,2024-03-11 16:00:00,2024-03-11 16:05:00,2024-03-11 18:30:00,30
14471,14482,1.28174,1.2815664170306094,0.5002788257285778,STOP,2024-03-11 23:00:00,2024-03-11 23:05:00,2024-03-11 23:55:00,11
